Date,USD,GBP,EUR,JPY,USD_Return,USD_Volatility,GBP_Return,GBP_Volatility,EUR_Return,EUR_Volatility,JPY_Return,JPY_Volatility
2016-01-01,67.2,97.35,73.12,55.12,,,,,,,,
2016-01-02,67.30588795788707,97.03094789847309,73.38734925619796,55.15366743411838,0.0015757136590337506,,-0.003277371356208647,,0.003656308208396686,,0.0006108025057762756,
2016-01-03,67.28305515561732,97.09448821583322,73.7602834452055,54.41609003380578,-0.00033923929930224084,,0.0006548458892374764,,0.005081723114233272,,-0.013373134274228371,
2016-01-04,67.41906608198529,97.24089141048027,73.4904737611555,54.11055415540305,0.0020214736987402837,,0.001507842487635358,,-0.0036579263452862776,,-0.005614807646284747,
2016-01-05,67.7315175702207,97.24727024050823,73.24371102053472,53.934411079260975,0.004634467761025496,,6.559822658380732e-05,,-0.003357751392687458,,-0.0032552443583593327,
2016-01-06,67.68628945102112,96.43920175212693,73.13345483362698,54.01214672930668,-0.0006677558811920559,,-0.00830942078253516,,-0.0015053331592772556,,0.0014412996914245912,
2016-01-07,67.64143966170406,96.5124471880153,72.94595164070297,54.08901363642965,-0.000662612615949687,,0.0007594985706811386,,-0.0025638497914609593,,0.0014231411224627788,
2016-01-08,67.9649343653029,97.3772549877329,73.01052657861425,54.05371933329557,0.0047824928803517075,,0.00896058306378733,,0.0008852436147428477,,-0.000652522587513249,
2016-01-09,68.12229903888445,97.23937506831665,72.52009943131095,54.21456557735077,0.0023153803509283755,,-0.0014159355738012636,,-0.006717211480117502,,0.0029756739413882016,
2016-01-10,68.02621170079536,96.9599037053239,72.24688054184934,53.96967561066298,-0.0014105122616934196,,-0.0028740555232528164,,-0.003767491931259692,,-0.004517051166598174,
2016-01-11,68.13748700246049,97.11114541059149,72.64859861024414,54.12465715278433,0.001635770960678462,,0.0015598376183132423,,0.005560351746427328,,0.0028716411645566264,
2016-01-12,68.04259065840736,97.2374943354572,72.42228404552992,54.246247116725506,-0.001392718578683394,,0.0013010754258071522,,-0.0031151951867424144,,0.0022464800765009674,
2016-01-13,67.94803908768161,97.70521754737317,72.7488209220432,54.343729414336146,-0.00138959392655158,,0.004810111728119848,,0.004508790088807224,,0.001797033026098127,
2016-01-14,67.99855903270456,97.21289751685678,72.84837085035002,54.304012934356756,0.0007435085059299684,,-0.0050388305033728376,,0.0013684060723611058,,-0.0007308383213190384,
2016-01-15,67.60915169575915,97.50139025506179,72.39546636244336,54.756404330567584,-0.005726699837243943,,0.0029676385086143675,,-0.00621708464609394,,0.008330717598304949,
2016-01-16,67.26285081475523,97.73297554203411,72.56812085842576,54.88051338775351,-0.005122100667115048,,0.0023751998444996314,,0.0023848799470123083,,0.0022665669651475984,
2016-01-17,67.15529694664,97.67648688862836,72.54872424996341,54.643282446050634,-0.0015990084691985817,,-0.0005779897019655422,,-0.00026728828351751943,,-0.004322680803416357,
2016-01-18,66.95790653242965,97.80847106529917,72.44374168977814,54.70754204110716,-0.002939312655667159,,0.001351237957823992,,-0.0014470628018704579,,0.00117598343620684,
2016-01-19,67.02903142664601,98.20961916535043,72.51730866712785,54.89564917321446,0.0010622329445428846,,0.004101363569863459,,0.001015504937124101,,0.0034384131527231965,
2016-01-20,66.85401040989439,98.54676529735785,72.64875358235369,54.7522064942992,-0.0026111225692283524,,0.0034329237285788405,,0.0018126005727709948,,-0.0026130063324808495,
2016-01-21,66.57951532110701,98.08735148447379,72.83875878511574,55.023208391259885,-0.00410588814499524,,-0.004661886278030658,,0.00261539521867582,,0.0049496068617600475,
2016-01-22,66.88285092542729,98.40486107237952,73.14790783721331,55.11894813320323,0.004555989974653896,,0.003237008473574665,,0.004244293247906539,,0.001739988356596056,
2016-01-23,66.8461959398976,98.37200503964114,73.25898688751894,54.53855472091879,-0.0005480475940022878,,-0.0003338862773680784,,0.0015185540310029833,,-0.010529834692814433,
2016-01-24,66.86866312149499,98.3936364054198,72.91209357602973,54.61588691118584,0.00033610262007410796,,0.00021989351309792404,,-0.004735163919504237,,0.001417936185928781,
2016-01-25,66.59166623290956,98.4152107179331,72.79959536182253,54.51946818795412,-0.0041424020707898634,,0.0002192653234647235,,-0.0015429294193822773,,-0.0017653970059757773,
2016-01-26,66.49357439136716,98.34864181791643,73.55870103131763,54.65515298811097,-0.001473034796866557,,-0.000676408651986371,,0.010427333637258007,,0.0024887403466424818,
2016-01-27,66.52703804935005,98.81071260807352,73.74900162552798,54.890546424953016,0.0005032615299929155,,0.004698293556636646,,0.0025870575682043206,,0.004306884602321981,
2016-01-28,66.30847929014634,98.76630984297749,74.36299151279553,54.94064298527605,-0.0032852621372018165,,-0.0004493719752042269,,0.008325399310287418,,0.0009126628096429723,
2016-01-29,66.39582345323944,98.31316991486588,74.7241055627387,55.3539677119631,0.001317239726022379,,-0.00458800099783041,,0.004856099016417703,,0.0075231141142235725,
2016-01-30,66.2882666269266,98.15209572704205,74.78260411593502,55.30880002170201,-0.0016199336150803934,,-0.001638378540365526,,0.0007828605341713146,,-0.000815979271732048,
2016-01-31,66.24307314864039,98.21755046856705,74.8563557022072,55.463910996183266,-0.0006817719120724153,0.00269749937031651,0.0006668705445376233,0.0034645923010036416,0.0009862131326403567,0.004108596746536421,0.0028044538015721265,0.004617247016165817
2016-02-01,66.13663908136033,98.69514791417605,74.84112004217697,55.663556627374604,-0.0016067199515523711,0.0026765899288553135,0.004862648715331597,0.0034932659500174663,-0.0002035319497898369,0.004076074295264054,0.0035995592017497025,0.004658084880413176
2016-02-02,66.5180126406564,98.92319804999937,74.38041985305708,55.636802012204214,0.005766449045390809,0.0029169133173051337,0.002310651948377762,0.003507656240329258,-0.006155709439680468,0.004171153440769691,-0.00048064868275465855,0.003881444523309865
2016-02-03,66.5267635283437,98.57435236171114,74.38312931443751,55.82956256415165,0.00013155666172059988,0.002883544238459295,-0.0035264295449881633,0.00358371515941999,3.64270783330678e-05,0.004104659695276697,0.003464623144679546,0.003718855056225315
2016-02-04,66.32709087601161,99.54546737066046,74.69635195924806,55.67686253474814,-0.0030013883397019825,0.002754287660594702,0.009851599180544346,0.003970997719783127,0.004210936642453866,0.004097645997273766,-0.0027351106186449536,0.0036992535197439753
2016-02-05,66.50351547562019,99.63237779384608,74.53531397620328,55.568553502298734,0.002659917648708321,0.0028215879831630123,0.0008730726318457727,0.0035803915800743697,-0.002155901577799102,0.004111215706560055,-0.0019453149390702418,0.0037388998226959946
2016-02-06,66.27159648275213,100.12128250707886,74.63976498199354,55.23852796565121,-0.0034873192974750333,0.002871012905620576,0.004907086672611527,0.003646552261221917,0.0014013626590960726,0.00406813369043735,-0.00593907013674333,0.003943094102767094
2016-02-07,66.32630802887297,100.03618130823719,74.85847708467172,55.298546154575774,0.0008255655367390702,0.0026971403739011798,-0.0008499811100167731,0.0033579324536645704,0.002930235682426785,0.0040871603673549,0.0010865276671001567,0.00393516669515563
2016-02-08,65.94924724083262,100.22615672876904,74.61477525517643,55.37916438352408,-0.0056849355745266505,0.0027719737764132783,0.0018990670979981417,0.0033334177239554715,-0.003255500766060848,0.003911489008881854,0.001457872485886913,0.0039154953080466045
2016-02-09,65.70179207497229,100.5373338858856,74.49343490864047,55.67228172934701,-0.003752206070778641,0.002814354383288325,0.0031047499701966075,0.0032710718653091906,-0.0016262241107204423,0.003841210535374903,0.005292917455254065,0.003872782872565225
2016-02-10,65.7575237843616,100.99867763896364,74.22550919046856,55.86808708145241,0.0008482525001101138,0.002791007877645475,0.004588780458428365,0.003328370638553912,-0.0035966353075340685,0.003832478536537003,0.0035171066466668233,0.0038850650840877845
2016-02-11,65.9198177299841,101.3925304494002,74.01143189727023,55.79299317699312,0.002468066561549964,0.0028688174894762955,0.003899583832616571,0.003361652272222213,-0.002884147182459773,0.0038247235006262418,-0.0013441287930586743,0.003902668796093267
2016-02-12,65.96933099305872,101.7088504761423,73.67903224558314,55.49412166890739,0.0007511134705715516,0.002886697163692842,0.003119756705351806,0.0033164063200728988,-0.004491193362512691,0.0038708615422973778,-0.005356792870703564,0.004064030583856518
2016-02-13,65.96178962016047,101.53993578918531,73.45045634273137,55.60082492278862,-0.00011431634647074418,0.002873247407452563,-0.0016607668473906934,0.0031451108625311502,-0.00310231955938145,0.0039192779039720115,0.0019227848044491846,0.004060544803807743
2016-02-14,65.91763761813546,101.26879682133121,73.82070448408984,55.87675691939483,-0.0006693572487839194,0.0027317987425725396,-0.0026702692467427402,0.0032193265834291364,0.005040787488519216,0.0038130849921587063,0.004962732063586994,0.0038878998902603305
2016-02-15,65.64100596385417,101.36748349008465,73.58684663045922,56.063113563875575,-0.004196625732915793,0.002686634484560718,0.0009745022341636211,0.003212888714557495,-0.0031679168502249944,0.0038607949688052195,0.0033351370901781863,0.003907755165644781
2016-02-16,65.51678967967457,101.70878367022483,73.62384836074622,56.332125295724346,-0.0018923580215696179,0.002690137642807459,0.0033669591903557894,0.003217369477743901,0.0005028307636665286,0.003858269460562862,0.0047983730254701484,0.0038565139769491793
